id,year,text,en
1569,2004,"男性,27岁,脑死亡志愿捐献者。供、受体血型一致,体重比为63/66。供体静注肝素(3mg·kg一,),人工辅助呼吸,维持循环稳定。仰卧位,胸部正中切口,胸骨锯劈开胸骨,倒“T”剪开心包,分离并结扎上腔静脉远端,近隔肌处横断下腔静脉,经主〔收稿日期]20()3一6一3[修回日期]2","***Male, 27 years old, volunteer brain death donor. The blood types of the donor and recipient are the same, and the weight ratio is 63/66. The donor was given intravenous heparin (3mg·kg one), artificially assisted breathing to maintain stable circulation. Supine position, incision in the middle of the chest, sternum saw to split the sternum, cut the open heart bag with """"T"""", separate and ligate the distal end of the superior vena cava, transect the inferior vena cava at the proximal septum, via the main [received date] 20() 3 One 6 One 3 [Revised date] 2"
2739,2005,"7mmHg(平均42mmHg)。2.2供心情况及心脏保护方法供体均男性,年龄23、28岁,体重70、75kg,系脑死亡患者。血型为A和O型。供体死亡后行人工呼吸,循环支持,胸骨正中切口,肝素化,阻断上下腔静脉,心脏空跳排空血液,再阻断升主动脉,经根部灌注4℃改良St.Thomas液","***7mmHg (average 42mmHg). 2.2 Heart donor status and cardioprotection methods The donors were all male, aged 23, 28, weighing 70, 75 kg, and they were brain-dead patients. The blood types are A and O. After the death of the donor, artificial respiration was performed, circulatory support, median sternum incision, heparinization, blocking of the superior and inferior vena cava, cardiac airbeat to empty blood, blocking the ascending aorta, and perfusing 4℃ modified St.Thomas solution through the root"
255,2006,切相关[2-3]。作者采取的具体措施为:(1)供者脑死亡后迅速建立人工呼吸、尽可能维持血流动力学稳定;(2)在,"The specific measures taken by the author are: (1) establish artificial respiration quickly after the donor’s brain death, and maintain hemodynamic stability as much as possible…"
273,2006,"为首次开展心脏移植术,故采用此术式。我们在确定供体脑死亡后,迅速建立人工呼吸,保持了供体的循环和供心的血供,减","After confirming the brain death of the donor, we quickly established artificial respiration to maintain the circulation of the donor and the blood supply of the heart."
3841,2006,"成片,右侧更为严重,诊断为慢性喘息型支气管炎,肺气肿终末期,决定实施肺移植手术。2手术方法简介2.1供体手术供体脑死亡后,迅速消毒,铺巾,取胸骨正中切口进胸,切开心包及两侧纵隔胸膜,于肺动脉起始部1.5cm处插入肺动脉灌注管,此时迅速在肺动脉根部注入前列腺素E11000μg及甲基强","***In the film, the right side is more serious, and the diagnosis is chronic asthmatic bronchitis, end-stage emphysema, and it is decided to implement lung transplantation. 2 Introduction to the surgical method 2.1 After the donor's brain death, the donor is quickly disinfected, draped, and the median sternal incision is taken into the chest, the heart bag and the mediastinal pleura on both sides are cut, and the pulmonary artery perfusion tube is inserted 1.5 cm from the beginning of the pulmonary artery. Quickly inject prostaglandin E11000μg and methyl strength into the root of the pulmonary artery"
2232,2006,",受体3月的生存率也明显下降,因此缩短心肌缺血时间是至关重要的[1]。本组供心停搏到移植完成心脏复跳,最长未超过3h。确定脑死亡之后,在有限时间内迅速建立人工呼吸,有可能保持循环的持续和供心的血供,避免或缩短热缺血时间,以减轻缺血性损害,这对保护供心尤为重要。在切取心脏时,切开腔静","***, The survival rate of recipients in 3 months is also significantly reduced, so shortening the time of myocardial ischemia is crucial [1]. In this group, the donor heart was arrested until the transplantation was completed, and the longest time did not exceed 3 hours. After brain death is determined, artificial respiration can be established quickly within a limited time, it is possible to maintain the continuous circulation and blood supply of the heart, avoid or shorten the warm ischemia time to reduce ischemic damage, which is particularly important for protecting the heart. When cutting the heart, cut open the cavity"
0616,2006,冷缺血时间，特别是热缺血时间尤为重要，而缺血时间与供心获取的条件，操作者的准备以及熟练程度密切相关［3，4］。我们采取的具体措施为：①供者脑死亡后迅速建立人工呼吸、尽可能维持血流动力学稳定；②在主动脉根部灌冷钾停跳液，使供心迅速在舒张期停搏；③缩短供心运送时问，供心到达后立即吻合；,"***Cold ischemia time, especially warm ischemia time is particularly important, and ischemia time is closely related to the conditions of donor heart acquisition, the preparation and proficiency of the operator [3, 4]. The specific measures we have taken are: ① Establish artificial respiration quickly after the donor’s brain death, and maintain hemodynamic stability as much as possible; ② Fill the aortic root with cold potassium cardioplegia, so that the donor heart quickly stops during diastole; ③ Shorten Ask when the donation is transported, and it will be anastomosed immediately after the donation arrives;"
2241,2006,"56~Hg(导管难进肺动脉,压力未测得),例2肺动脉平均压为42mmHgo供体均男性,年龄23、28岁。体重70、75kg。血型为A和0型。供体死亡后行人工呼吸、循环支持,胸骨正中切口,肝素化,阻断上下腔静脉,心脏空跳排空血液,阻断升主动脉,经根部灌注4℃改良tS.hTomas液。","***56~Hg (the catheter is difficult to enter the pulmonary artery, the pressure is not measured), the average pressure of the pulmonary artery in case 2 is 42mmHgo. All donors are male, aged 23 and 28 years old. Weight 70, 75kg. The blood types are A and 0. After the death of the donor, artificial respiration, circulatory support, median sternum incision, heparinization, blocking the superior and inferior vena cava, cardiac airbeat to empty blood, blocking the ascending aorta, and perfusion of 4℃ modified tS.hTomas solution through the root."
347,2007,"例,>20%3例。1.2手术方法1.2.1供心摘取脑死亡后,用麻醉机维持呼吸,静脉输液维持循环功能。全身肝素化","1.2 Surgical methods 1.2.1 Donor heart extraction. After brain death, use an anesthesia machine to maintain breathing, and intravenous infusion to maintain circulatory function."
0332,2007,"吸收线、6cm切割吻合器、4℃灌流液6000ml、前列腺素E11000μg、肝素1200mg和无菌冰屑等。手术方法简介供肺获取常规消毒铺单,胸部正中切口常规进胸,撑开器撑开胸骨后,纵形剪开心包及两侧胸膜,分别游离上腔静脉和下腔静脉。将前列腺素E11000μg稀释至50ml从肺动脉注","***Absorption thread, 6cm cutting stapler, 4℃ perfusion fluid 6000ml, prostaglandin E11000μg, heparin 1200mg and sterile ice etc. Introduction to the surgical method: The lungs are provided with routine disinfection drapes. The median chest incision is routinely inserted into the chest. After the sternum is opened by the stretcher, the pericardium and both sides of the pleura are cut longitudinally to free the superior vena cava and inferior vena cava. Dilute prostaglandin E11000μg to 50ml and inject it from the pulmonary artery"
3124,2007,"二、供心、肺的获取方法1	.供者心、肺的维持:切取心、肺前外周静脉注 射肝素(3 mg/kg)和甲泼尼龙(15 mg/kg)。肺机械 通气，吸入氧浓度(Fi()2)低于().5,防止肺不张及肺 泡萎陷，必要时吸净支气管分泌物，确保肺扩张良 好，尤其是防止肺下叶不张。2	.供者心、肺的摘取:胸部正中切口(胸骨上切 迹至剑突下)，剑突下分离后，自下而上锯开胸骨，","***2. Methods of obtaining the donor heart and lungs 1. Maintenance of the donor heart and lungs: the heart and lungs were cut out and heparin (3 mg/kg) and methylprednisolone (15 mg/kg) were injected intravenously. Lung mechanical ventilation, the inhaled oxygen concentration (Fi()2) is lower than ().5 to prevent atelectasis and alveolar collapse. If necessary, inhale bronchial secretions to ensure good lung expansion, especially to prevent atelectasis of the lower lobe . 2. Extraction of the donor's heart and lungs: a midline incision in the chest (notch from the upper sternum to below the xiphoid process). After the xiphoid process is separated, the sternum is cut from the bottom up."
412,2008,"好心肌保护获得高质量供心的关键[1]。在热缺血期间强调要尽快建立人工呼吸,保持循环的继续和供心的血供以缩短缺血缺氧性损害。在冷缺血期要","Good myocardial protection is the key to obtaining a high-quality donor heart [1]. During the period of warm ischemia, it is emphasized to establish artificial respiration as soon as possible to maintain the continuation of the circulation and the blood supply of the heart to shorten the ischemic hypoxic damage."
