path,file_name,target_string,string_location,string_distance,matching_string,context,document_id,code,comment,translation
./data/papers_txt_clean/,CJFD2005_DDYS200503014.txt,"脑死亡后,紧急气管插管",1631,0.153846153846154,"性。脑死亡后,气管插管","心肺的采取与保护供体,男,23岁,意外脑死亡者。未发现心肺系统疾病,肝、肾功能正常,肝炎全套阴性,CMB(-),EB(-),淋巴细胞毒试验阴性。脑死亡后,气管插管机械通气,胸部正中切口,肝素化后切开心包游离大血管,肺动脉根部注入PGE1(保达新,德国许瓦兹大药厂生产)500μg后,",CJFD2005_DDYS200503014,2,"","Cardiopulmonary taking and protection of the donor, male, 23 years old, accidental brain death. No cardiopulmonary diseases were found, liver and kidney functions were normal, hepatitis full set was negative, CMB(-), EB(-), lymphotoxicity test was negative. After brain death, the tracheal intubation was mechanically ventilated, the midline incision was made in the chest, the large blood vessels were cut in the open heart after heparinization, and the pulmonary artery root was injected with PGE1 (BaoDaxin, manufactured by Schwarz, Germany) 500μg,"
./data/papers_txt_clean/,CJFD2005_HJZY200503004.txt,供体死亡后行人工呼吸、循环支持,2380,0.0666666666666668,"供体死亡后行人工呼吸,循环支持","7mmHg(平均42mmHg)。2.2供心情况及心脏保护方法供体均男性,年龄23、28岁,体重70、75kg,系脑死亡患者。血型为A和O型。供体死亡后行人工呼吸,循环支持,胸骨正中切口,肝素化,阻断上下腔静脉,心脏空跳排空血液,再阻断升主动脉,经根部灌注4℃改良St.Thomas液",CJFD2005_HJZY200503004,1,"","7mmHg (average 42mmHg). 2.2 Heart donor status and cardioprotection methods The donors were all male, aged 23, 28, weighing 70, 75 kg, and they were brain-dead patients. The blood types are A and O. After the death of the donor, artificial respiration was performed, circulatory support, median sternum incision, heparinization, blocking of the superior and inferior vena cava, cardiac airbeat to empty blood, blocking the ascending aorta, and perfusing 4℃ modified St.Thomas solution through the root"
./data/papers_txt_clean/,CJFD2005_HNYD20050200M.txt,"脑死亡后,紧急气管插管",2042,0.153846153846154,"病。脑死亡后,气管插管","/L。1.2.2供体心肺的采取与保护供体为23岁男性脑死亡者。淋巴细胞毒性试验阴性,肝炎全套阴性,CMB(-),EB(-),未发现心肺系统疾病。脑死亡后,气管插管机械通气,胸部正中切口,肝素化后切开心包游离大血管,肺动脉根部注入前列腺素E1(PGE1)500μg后,结扎上腔静脉,切",CJFD2005_HNYD20050200M,2,"","/L. 1.2.2 The collection and protection of donor heart and lung The donor is a 23-year-old male brain dead. The lymphocyte toxicity test was negative, the full set of hepatitis was negative, CMB(-), EB(-), no cardiopulmonary diseases were found. After brain death, the tracheal intubation was mechanically ventilated, the chest was cut in the middle, and the open heart sac was cut to free the large blood vessels after heparinization. After 500 μg of prostaglandin E1 (PGE1) was injected into the pulmonary artery root, the superior vena cava was ligated and cut."
./data/papers_txt_clean/,CJFD2005_YNYY200501050.txt,"脑死亡后,紧急气管插管",785,0.153846153846154,"脑死亡后立即气管插管,","肺动脉高压右向左分流(艾森曼格氏综合症)。术前活动受限,多卧床休息,生活不能自理。供体的麻醉处理:供体心肺功能正常,但胸廓小于受体10%。于脑死亡后立即气管插管,呼吸机控制呼吸,空氧混合氧浓度为50%,肝素化3mg/kg,分离心肺组织,吸尽呼吸道分泌物,阻断升主动脉,从主动脉根部灌",CJFD2005_YNYY200501050,2,"","Pulmonary hypertension shunts right to left (Eisenmenger's syndrome). Before the operation, the activities were limited, and he stayed in bed and couldn't take care of himself. Anesthesia treatment of the donor: The cardiopulmonary function of the donor is normal, but the thorax is less than 10% of the recipient. Immediately after brain death, the trachea was intubated, the ventilator controlled breathing, the air-oxygen mixed oxygen concentration was 50%, heparinized 3mg/kg, the heart and lung tissues were separated, the respiratory secretions were sucked, the ascending aorta was blocked, and the aortic root was infused."
./data/papers_txt_clean/,CJFD2005_ZHYX200511012.txt,"脑死亡后,紧急气管插管",637,0.212273638556624,"脑死亡者,行气管插管,","征的33岁女性患者施行了同种异体心肺联合移植手术(CHLT)。随访至今,该患者仍然正常生活。现报道如下。1.手术方法:(1)供体手术:对急性脑死亡者,行气管插管,纯氧通气;取胸骨正中切口,切开心包及两侧胸膜腔,探查心肺无明显异常;全身肝素化,主动脉及肺动脉根部分别置入灌注管,自升主",CJFD2005_ZHYX200511012,2,"","The 33-year-old female patient with symptoms underwent combined heart-lung transplantation (CHLT). Since follow-up, the patient is still living normally. The report is as follows. 1. Surgical methods: (1) Donor surgery: for acute brain death, tracheal intubation and pure oxygen ventilation; take a midline incision on the sternum, cut the heart sac and both pleural cavities, and explore the heart and lungs without obvious abnormalities; the whole body is heparinized, The aorta and pulmonary artery roots were placed in perfusion tubes,"
./data/papers_txt_clean/,CJFD2006_JYJY200610006.txt,供者行气管插管,2010,0.222222222222222,给供体气管插管,2供心的采取与保护：心脏是最不易耐受缺血的器官之一，所以供心的采取要体现一个“快”字，同时各个环节要紧密配合，尽量缩短配合的时间。具体步骤：给供体气管插管，人工呼吸机通气后，取前胸正中切口，胸骨劈开，打开心包及两侧胸膜，游离上腔静脉和主动脉，于上腔静脉或主动脉内注射肝素（3mg／k,CJFD2006_JYJY200610006,2,"","2 Adoption and protection of the donor heart: The heart is one of the organs least tolerant of ischemia, so the adoption of the heart donor should reflect the word ""quick"", and at the same time all links should be closely coordinated to shorten the time of cooperation as much as possible. Specific steps: After intubating the donor trachea and ventilating with an artificial ventilator, take the anterior midline incision, split the sternum, open the pericardium and both sides of the pleura, free the superior vena cava and aorta, and inject into the superior vena cava or aorta Heparin (3mg/k"
./data/papers_txt_clean/,CJFD2006_LCFK200605108.txt,快速胸部正中切口进胸,430,0.22848325018954,"胸骨正中切口进胸,切","成片,右侧更为严重,诊断为慢性喘息型支气管炎,肺气肿终末期,决定实施肺移植手术。2手术方法简介2.1供体手术供体脑死亡后,迅速消毒,铺巾,取胸骨正中切口进胸,切开心包及两侧纵隔胸膜,于肺动脉起始部1.5cm处插入肺动脉灌注管,此时迅速在肺动脉根部注入前列腺素E11000μg及甲基强",CJFD2006_LCFK200605108,1,"see later 供体组 器械护士提前 30 min, 戴无菌手套穿无菌手术
衣, 准备好取肺器械、物品。 将肺动脉灌注连接管和冷 LPD
灌注液 3升袋相接, 排气夹闭备用。 供体脑死亡后, 快速进
胸, 将适量冰泥置入胸腔降温, 插肺动脉灌注管并和配套管相
接, 灌注开始, 并确保供肺始终保存 4℃保存液中 。","In the film, the right side is more serious, and the diagnosis is chronic asthmatic bronchitis, end-stage emphysema, and it is decided to implement lung transplantation. 2 Introduction to the surgical method 2.1 After the donor's brain death, the donor is quickly disinfected, draped, and the median sternal incision is taken into the chest, the heart bag and the mediastinal pleura on both sides are cut, and the pulmonary artery perfusion tube is inserted 1.5 cm from the beginning of the pulmonary artery. Quickly inject prostaglandin E11000μg and methyl strength into the root of the pulmonary artery"
./data/papers_txt_clean/,CJFD2006_LCMZ200605041.txt,"脑死亡后气管紧急插管,纯氧通气",2857,0.210526315789474,"脑死亡后立即气管切开插管通气,","损、重度肺动脉高压、艾森曼格综合征。供体,男,22岁,无心肺病史,无吸烟史,ABO血型相同,体形匹配,淋巴细胞毒抗体试验阴性。供肺切取保护:脑死亡后立即气管切开插管通气,胸正中切口,切开心包及胸膜,阻断主动脉,经肺动脉注射前列腺素E1(PGE1)500μg,顺灌及逆灌冷低钾右旋糖酐",CJFD2006_LCMZ200605041,2,"","Damage, severe pulmonary hypertension, Eisenmenger syndrome. Donor, male, 22 years old, no history of cardiopulmonary disease, no history of smoking, same ABO blood type, body shape matching, lymphotoxic antibody test negative. Donor lung extraction protection: Immediately after brain death, tracheotomy and intubation ventilation, mid-thoracic incision, cut the heart bag and pleura, block the aorta, inject prostaglandin E1 (PGE1) 500 μg through the pulmonary artery, downstream and retrograde cold hypokalemia dextran"
./data/papers_txt_clean/,CJFD2006_QLHL200608126.txt,供者行气管插管,2369,0.222222222222222,立即行气管插管,"心肌保护供心保存时限为4~6h,最好不超过180min,并尽量缩短供心热缺血期与冷缺血期时间,热缺血期时间控制在5min以内。脑死亡的供体,立即行气管插管,人工辅助呼吸,保持氧供,建立静脉通路,适当补液,保持血液动力学稳定。快速胸骨劈开,悬吊心包,夹闭主动脉后,经主动脉根部插灌注针",CJFD2006_QLHL200608126,2,"","The storage time limit of myocardial protection donor heart is 4~6h, preferably not more than 180min, and the time of warm ischemia period and cold ischemia period should be shortened as much as possible, and the time of warm ischemia period should be controlled within 5min. For brain-dead donors, immediately underwent tracheal intubation, artificially assisted breathing, maintained oxygen supply, established venous access, appropriate fluid replacement, and maintained hemodynamic stability. Quickly split the sternum, suspend the pericardium, clamp the aorta, and insert an infusion needle through the aortic root"
./data/papers_txt_clean/,CJFD2006_XGNZ200603045.txt,死亡后迅速建立人工呼吸,1908,0.272727272727273,时间内迅速建立人工呼吸,",受体3月的生存率也明显下降,因此缩短心肌缺血时间是至关重要的[1]。本组供心停搏到移植完成心脏复跳,最长未超过3h。确定脑死亡之后,在有限时间内迅速建立人工呼吸,有可能保持循环的持续和供心的血供,避免或缩短热缺血时间,以减轻缺血性损害,这对保护供心尤为重要。在切取心脏时,切开腔静",CJFD2006_XGNZ200603045,1,"",", The survival rate of recipients in 3 months is also significantly reduced, so shortening the time of myocardial ischemia is crucial [1]. In this group, the donor heart was arrested until the transplantation was completed, and the longest time did not exceed 3 hours. After brain death is determined, artificial respiration can be established quickly within a limited time, it is possible to maintain the continuous circulation and blood supply of the heart, avoid or shorten the warm ischemia time to reduce ischemic damage, which is particularly important for protecting the heart. When cutting the heart, cut open the cavity"
./data/papers_txt_clean/,CJFD2006_XXGZ200609002.txt,死亡后迅速建立人工呼吸,3806,0,死亡后迅速建立人工呼吸,冷缺血时间，特别是热缺血时间尤为重要，而缺血时间与供心获取的条件，操作者的准备以及熟练程度密切相关［3，4］。我们采取的具体措施为：①供者脑死亡后迅速建立人工呼吸、尽可能维持血流动力学稳定；②在主动脉根部灌冷钾停跳液，使供心迅速在舒张期停搏；③缩短供心运送时问，供心到达后立即吻合；,CJFD2006_XXGZ200609002,1,"","Cold ischemia time, especially warm ischemia time is particularly important, and ischemia time is closely related to the conditions of donor heart acquisition, the preparation and proficiency of the operator [3, 4]. The specific measures we have taken are: ① Establish artificial respiration quickly after the donor’s brain death, and maintain hemodynamic stability as much as possible; ② Fill the aortic root with cold potassium cardioplegia, so that the donor heart quickly stops during diastole; ③ Shorten Ask when the donation is transported, and it will be anastomosed immediately after the donation arrives;"
./data/papers_txt_clean/,CJFD2006_ZHWK200614033.txt,供体死亡后行人工呼吸、循环支持,666,0,供体死亡后行人工呼吸、循环支持,"56~Hg(导管难进肺动脉,压力未测得),例2肺动脉平均压为42mmHgo供体均男性,年龄23、28岁。体重70、75kg。血型为A和0型。供体死亡后行人工呼吸、循环支持,胸骨正中切口,肝素化,阻断上下腔静脉,心脏空跳排空血液,阻断升主动脉,经根部灌注4℃改良tS.hTomas液。",CJFD2006_ZHWK200614033,1,"","56~Hg (the catheter is difficult to enter the pulmonary artery, the pressure is not measured), the average pressure of the pulmonary artery in case 2 is 42mmHgo. All donors are male, aged 23 and 28 years old. Weight 70, 75kg. The blood types are A and 0. After the death of the donor, artificial respiration, circulatory support, median sternum incision, heparinization, blocking the superior and inferior vena cava, cardiac airbeat to empty blood, blocking the ascending aorta, and perfusion of 4℃ modified tS.hTomas solution through the root."
./data/papers_txt_clean/,CJFD2006_ZHXG200603037.txt,气管切开气管插管,429,0.209430584957905,"形切口,气管插管","备百分比29%。于2005年8月行右单肺移植术。供体为26岁男性脑死亡者。供受体血型均为O型,热缺血时间为8min。供体取平卧位,胸部“U”形切口,气管插管,在距肺动脉瓣2cm处缝荷包,放置6.5mm的主动脉弓插管。用16号针头经肺动脉干快速注入前列腺素PGE1(500μg)。阻断",CJFD2006_ZHXG200603037,2,"","Reserve percentage is 29%. Right single lung transplantation was performed in August 2005. The donor was a 26-year-old male brain dead. The donor and recipient blood types are all O type, and the warm ischemia time is 8 min. The donor was placed in a supine position, with a ""U""-shaped incision in the chest, and a tracheal intubation. A purse string was sewn 2 cm from the pulmonary valve, and a 6.5 mm aortic arch intubation was placed. Use a 16-gauge needle to quickly inject prostaglandin PGE1 (500μg) through the pulmonary artery trunk. Block"
./data/papers_txt_clean/,CJFD2006_ZHYX200646020.txt,"脑死亡后,紧急气管插管",770,0.212273638556624,"脑死亡者,行气管插管,","例3:供体为男性,供受体血型均为为“B”型,受体PRA:Ⅰ类:3.6%,Ⅱ类:0%,淋巴细胞毒试验为0%。3.供体心肺的切取和处理:供体均为脑死亡者,行气管插管,吸尽呼吸道分泌物,加压通气。经胸骨正中切口,肝素化,切除心包,打开两侧胸膜腔,初步探查心肺无明显异常。在升主动脉及肺动脉",CJFD2006_ZHYX200646020,2,"","Example 3: The donor is a male, the blood type of the donor and recipient is ""B"", the recipient PRA: type Ⅰ: 3.6%, type Ⅱ: 0%, lymphotoxicity test is 0%. 3. Excision and treatment of donor heart and lungs: All donors were brain dead, underwent tracheal intubation, exhausted respiratory secretions, and pressurized ventilation. Through a midline sternum incision, heparinization was performed, the pericardium was removed, and the pleural cavities on both sides were opened. There was no obvious abnormality in the preliminary exploration of the heart and lungs. In the ascending aorta and pulmonary artery"
./data/papers_txt_clean/,CJFD2007_JYJY200711002.txt,供者行气管插管,1922,0.222222222222222,给供体气管插管,2供心的采取与保护：心脏是最不易耐受缺血的器官之一，所以供心的采取要体现一个“快”字，同时各个环节要紧密配合，尽量缩短配合的时间。具体步骤：给供体气管插管，人工呼吸机通气后，取前胸正中切口，胸骨劈开，打开心包及两侧胸膜，游离上腔静脉和主动脉，于上腔静脉或主动脉内注射肝素（3mg／k,CJFD2007_JYJY200711002,2,"","2 Adoption and protection of the donor heart: The heart is one of the organs least tolerant of ischemia, so the adoption of the heart donor should reflect the word ""quick"", and at the same time all links should be closely coordinated to shorten the time of cooperation as much as possible. Specific steps: After intubating the donor trachea and ventilating with an artificial ventilator, take the anterior midline incision, split the sternum, open the pericardium and both sides of the pleura, free the superior vena cava and aorta, and inject into the superior vena cava or aorta Heparin (3mg/k"
./data/papers_txt_clean/,CJFD2007_LCHL200706027.txt,快速胸部正中切口进胸,714,0.166666666666667,胸部正中切口常规进胸,"吸收线、6cm切割吻合器、4℃灌流液6000ml、前列腺素E11000μg、肝素1200mg和无菌冰屑等。手术方法简介供肺获取常规消毒铺单,胸部正中切口常规进胸,撑开器撑开胸骨后,纵形剪开心包及两侧胸膜,分别游离上腔静脉和下腔静脉。将前列腺素E11000μg稀释至50ml从肺动脉注",CJFD2007_LCHL200706027,1,"","Absorption thread, 6cm cutting stapler, 4℃ perfusion fluid 6000ml, prostaglandin E11000μg, heparin 1200mg and sterile ice etc. Introduction to the surgical method: The lungs are provided with routine disinfection drapes. The median chest incision is routinely inserted into the chest. After the sternum is opened by the stretcher, the pericardium and both sides of the pleura are cut longitudinally to free the superior vena cava and inferior vena cava. Dilute prostaglandin E11000μg to 50ml and inject it from the pulmonary artery"
./data/papers_txt_clean/,CJFD2007_SXHZ200712061.txt,"脑死亡后,紧急气管插管",1750,0,"脑死亡后,紧急气管插管","30min术后3h意识清楚,16h拔除气管插管,抗排斥反应治疗及预防感染治疗,17d送至普通病房,恢复顺利。2手术方法2.1供体心脏切取急性脑死亡后,紧急气管插管,吸尽呼吸道分泌物,纯氧通气,取仰卧位,垫高胸腔,用0.5%碘伏快速消毒,铺正中切口,电锯锯开胸骨,打开胸腔,切开心包探",CJFD2007_SXHZ200712061,2,"","After 30 minutes, the patient was conscious at 3 hours, the tracheal intubation was removed at 16 hours, anti-rejection treatment and infection prevention treatment were performed, and he was sent to the general ward on the 17th day, where he recovered smoothly. 2 Surgical methods 2.1 After the donor heart is cut from the acute brain death, emergency tracheal intubation, exhaust the secretions of the respiratory tract, pure oxygen ventilation, take the supine position, elevate the chest cavity, quickly disinfect with 0.5% iodophor, lay the median incision, and saw Open the breastbone, open the chest cavity, and cut open the bag to explore"
./data/papers_txt_clean/,CJFD2007_ZHQG200711014.txt,快速胸部正中切口进胸,3747,0.25,取:胸部正中切口(胸,"二、供心、肺的获取方法1	.供者心、肺的维持:切取心、肺前外周静脉注 射肝素(3 mg/kg)和甲泼尼龙(15 mg/kg)。肺机械 通气，吸入氧浓度(Fi()2)低于().5,防止肺不张及肺 泡萎陷，必要时吸净支气管分泌物，确保肺扩张良 好，尤其是防止肺下叶不张。2	.供者心、肺的摘取:胸部正中切口(胸骨上切 迹至剑突下)，剑突下分离后，自下而上锯开胸骨，",CJFD2007_ZHQG200711014,1,"","2. Methods of obtaining the donor heart and lungs 1. Maintenance of the donor heart and lungs: the heart and lungs were cut out and heparin (3 mg/kg) and methylprednisolone (15 mg/kg) were injected intravenously. Lung mechanical ventilation, the inhaled oxygen concentration (Fi()2) is lower than ().5 to prevent atelectasis and alveolar collapse. If necessary, inhale bronchial secretions to ensure good lung expansion, especially to prevent atelectasis of the lower lobe . 2. Extraction of the donor's heart and lungs: a midline incision in the chest (notch from the upper sternum to below the xiphoid process). After the xiphoid process is separated, the sternum is cut from the bottom up."
./data/papers_txt_clean/,CJFD7984_GWWK197905001.txt,脑死亡后立即气管内插管给氧,2455,0.266666666666667,"脑死亡之后,应立即气管擂管","量细胞毒试验、白细胞凝集试验和混合淋巴细胞培养)。配型的等级由A级至F级,A、B级配型最合适。移植技术麻醉供者的准备供者如为脑外伤病例在确认脑死亡之后,应立即气管擂管用呼吸器维持气体交换,经静脉输液,加用去甲基肾上腺素或间经胺以保持血压和组织灌注,并予肝素化和应用抗菌素以防止感染。",CJFD7984_GWWK197905001,2,"","Mass cytotoxicity test, leukocyte agglutination test and mixed lymphocyte culture). The matching grades range from A to F, with A and B grades being the most suitable. Transplant technique anesthesia donor preparation. If the donor is a brain injury case, after the brain death is confirmed, the tracheal tube should be used to maintain gas exchange with a respirator, intravenous infusion, and norepinephrine or metameramine to maintain blood pressure and tissue Perfusion, heparinization and application of antibiotics to prevent infection."
