path,file_name,target_string,string_location,string_distance,matching_string,context,document_id,code,comment
./data/papers_txt_clean/,CJFD2000_LCMZ200012035.txt,脑死亡后插入气管导管,379,0.166666666666667,脑死亡后，行气管插管,"注射头抱嗓膈钠1.0,每天3次;5%碳酸氢钠100ml 静注，每天1次;硝普钠5mg+ 5%葡萄糖50ml静注，每天1 次。供体麻醉供体确定脑死亡后，行气管插管、维持呼吸、 循环、监测心电、血压、留置导尿。必要时静滴多巴胺液 10fxg-kg-LminT、输血及706代血浆。维持尿",CJFD2000_LCMZ200012035,,
./data/papers_txt_clean/,CJFD2000_LCMZ200012035.txt,供者气管插管,383,0.25,，行气管插管,"嗓膈钠1.0,每天3次;5%碳酸氢钠100ml 静注，每天1次;硝普钠5mg+ 5%葡萄糖50ml静注，每天1 次。供体麻醉供体确定脑死亡后，行气管插管、维持呼吸、 循环、监测心电、血压、留置导尿。必要时静滴多巴胺液 10fxg-kg-LminT、输血及706代血浆。维持尿量80m",CJFD2000_LCMZ200012035,,
./data/papers_txt_clean/,CJFD2000_QEYY200004005.txt,气管切开气管插管,2414,0.278312163512968,留受体气管及气管,组织。后纵隔创面彻底结扎止血。 修剪供体心、肺组织 摘除气管旁淋巴结 冲洗 气管并吸出分泌物 然后放入胸腔。选择气管 吻合位置时 尽可能多保留受体气管及气管周 围组织 再切断气管分叉 气管后壁采用4 -0 可吸收缝线连续缝合 前壁间断缝合 气管吻 合完毕进行通气 了解是否吻合严密。,CJFD2000_QEYY200004005,,
./data/papers_txt_clean/,CJFD2000_QEYY200004005.txt,供者气管插管,2033,0.25,退出气管插管,"压力 不超过20mmHg, 时间10min。灌注前注射甲基泼尼松500mg, 前列腺素E100g,头孢霉素2.0g。解剖主动 脉 然后切断 退出气管插管 轻度胀肺 高位 切断主气管 从上向下分离食管和降主动脉前 面的后纵隔组织 尽量用电灼分离 出血点分 别结扎。完整取出供体心肺。气",CJFD2000_QEYY200004005,,
./data/papers_txt_clean/,CJFD2000_QLHL200006041.txt,气管切开气管插管,868,0.206143379864265,切断气管， 气管,， 左心耳及右房切口，使灌注液流出， 防止心脏及肺血管过胀［1］。主动脉、 肺动脉同时灌注心肌保护液1 500ml及布垫围住气管周围，用圆刀切断气管， 气管残端用2％碘伏纱球消毒3遍。将 供体心肺取出胸腔，用冰盐水表面冲 洗，然后放入无菌袋中，用4°C心肌 保护液1 500ml浸泡,CJFD2000_QLHL200006041,,
./data/papers_txt_clean/,CJFD2000_YXLL200005040.txt,气管切开气管插管,1531,0.130373643453696,均气管切开或插管,较）10次为 阳性，＜10次为阴性。27例（96. 4%）为阴性。1.5治疗方法：所有病例均予以动态心电、血压、体 温监测，在自主呼吸消失后均气管切开或插管，连接 呼吸机机械通气，通气模式为定压，供氧浓度在31〜 75%不等，并定期停机观察，无自主呼吸出现。血压 偏低使用多巴胺，阿,CJFD2000_YXLL200005040,,
./data/papers_txt_clean/,CJFD2000_ZHQG200004023.txt,供者气管插管,1820,0.25,麻、气管插管,"术前心功能均为N级(NYHA)，均有不同程度的 心律失常,受者与供者间的淋巴毒试验分别为6％、 18％、10％、9％、10％、5％。受者在全麻、气管插管下,采取正中切口,按3mg/kg肝素进行抗凝(ACT>400 s),建立体外循(C) 1994-2021 China Academ",CJFD2000_ZHQG200004023,,
./data/papers_txt_clean/,CJFD2000_ZHQG200005003.txt,气管切开气管插管,2520,0.133974596215561,气管插管开始通气,"4-0 prolene连续外翻缝合）、左肺动脉（5-0 prolene 连续缝合）。开放左肺动脉阻断带，通过左心房 吻合口排气,供肺通过备用气管插管开始通气（间 断）。最后吻合左主支气管,采用套入式吻合,套入 长度0.8 cm。完全恢复左肺通气，移植肺膨胀，检查 吻合口无漏血或漏气",CJFD2000_ZHQG200005003,,
./data/papers_txt_clean/,CJFD2000_ZHQG200005003.txt,供者气管插管,2153,0.25,腔气管内插管,"毒交叉配合试验阴性。供肺采用Euro-Collins 液灌洗 热缺血时间 10 min 冷缺血时间1 22 min。受者手术在全身麻醉、插双腔气管内插管及右 髂外动静脉常温转流支持下施行。术中从颈外静脉 置入Swan-Gauz导管监测血流动力学指标,桡动脉 置管测体循环压。术中见左",CJFD2000_ZHQG200005003,,
./data/papers_txt_clean/,CJFD2001_DSDX200111019.txt,脑死亡后用麻醉机维持呼吸,1451,0,脑死亡后用麻醉机维持呼吸,"方氯化钠500ml制成），冷冻灌注液2 000 ml阻断管用一次 性使用的吸氧管制成（长约5 cm）,氩气刀。2供心切取配合2.1 麻醉配合脑死亡后用麻醉机维持呼吸巡回护士迅速建立静脉通 道,同时协助麻醉医生气管内插管。2 .2 手术配合洗手护士提前30 min洗手上台迅速摆好器械",CJFD2001_DSDX200111019,,
./data/papers_txt_clean/,CJFD2001_DSDX200111019.txt,快速胸部正中切口进胸,1559,0.25,"胸部正中切口,锯开胸","管。2 .2 手术配合洗手护士提前30 min洗手上台迅速摆好器械台将无菌 冰块刨成冰屑。协助医生消毒皮肤及铺巾,备好氩气刀、吸引 器。常规胸部正中切口,锯开胸骨,纵剪心包,游离上下腔静 脉，自右心耳注射肝素3mg*gT,使供者全身肝素化，结扎上 腔静脉 夹闭下腔静脉 洗手护士迅速",CJFD2001_DSDX200111019,,
./data/papers_txt_clean/,CJFD2001_DSDX200111019.txt,供心保护脑死亡后用麻醉机维持呼吸,1450,0.1875,合脑死亡后用麻醉机维持呼吸巡回护,"复方氯化钠500ml制成），冷冻灌注液2 000 ml阻断管用一次 性使用的吸氧管制成（长约5 cm）,氩气刀。2供心切取配合2.1 麻醉配合脑死亡后用麻醉机维持呼吸巡回护士迅速建立静脉通 道,同时协助麻醉医生气管内插管。2 .2 手术配合洗手护士提前30 min洗手上台迅速摆好器",CJFD2001_DSDX200111019,,
./data/papers_txt_clean/,CJFD2001_DSDX200111019.txt,脑死亡后，用麻醉机维持呼吸,1450,0.0769230769230768,合脑死亡后用麻醉机维持呼吸,"复方氯化钠500ml制成），冷冻灌注液2 000 ml阻断管用一次 性使用的吸氧管制成（长约5 cm）,氩气刀。2供心切取配合2.1 麻醉配合脑死亡后用麻醉机维持呼吸巡回护士迅速建立静脉通 道,同时协助麻醉医生气管内插管。2 .2 手术配合洗手护士提前30 min洗手上台迅速摆好器",CJFD2001_DSDX200111019,,
./data/papers_txt_clean/,CJFD2001_DSDX200111019.txt,供者气管插管,1484,0.25,生气管内插管,"性使用的吸氧管制成（长约5 cm）,氩气刀。2供心切取配合2.1 麻醉配合脑死亡后用麻醉机维持呼吸巡回护士迅速建立静脉通 道,同时协助麻醉医生气管内插管。2 .2 手术配合洗手护士提前30 min洗手上台迅速摆好器械台将无菌 冰块刨成冰屑。协助医生消毒皮肤及铺巾,备好氩气刀、吸引",CJFD2001_DSDX200111019,2,
./data/papers_txt_clean/,CJFD2001_NBYX200111024.txt,气管切开气管插管,1649,0.198216274262727,气管插管、吸痰管,"时间详细制定手术日程序,尽力做到供体心脏缺血时间最短,从而保证供心质量〔3〕。3.3行有创监测及静脉穿刺时应严格无菌操作,麻醉用具如咽喉镜、气管插管、吸痰管等均需灭菌处理,避免污染。3.4急救药品均应抽于注射器内,标明备用,各监测仪如除颤器、起搏器等均应处于良好的功能状态。参考文献",CJFD2001_NBYX200111024,,
./data/papers_txt_clean/,CJFD2001_ZHQG200104014.txt,供者气管插管,2053,0.25,在气管内插管,"者,年龄20~32岁,术前病毒血清学检查未做。供、受者之间ABO血型一致,淋巴细胞毒抗体试验(PRA)阳性率<10%。二、手术情况所有病例均在气管内插管静脉麻醉、中度体温、·224·中华器官移植杂志2001年7月第22卷第4期ChinJOrganTransplant,July200",CJFD2001_ZHQG200104014,,
./data/papers_txt_clean/,CJFD2002_CQYX200212031.txt,面罩吸氧,1740,0,面罩吸氧,"2型糖尿病、慢性肾功能衰竭。术前心功能分别为Ⅳ、Ⅲ、Ⅲ、Ⅲ级。均采用标准法原位心脏移植,供心平均缺血时间小于2h。平均呼吸机使用时间14h,面罩吸氧时间120h。手术移植病房需要对各种物品采用1%过氧乙酸擦拭消毒,术前1d用甲醛和高锰酸钾熏蒸。然后静置24h。术后移植病房空气消毒我",CJFD2002_CQYX200212031,,
./data/papers_txt_clean/,CJFD2002_HLJH200203041.txt,供者气管插管,1159,0.25,",留气管插管","80min40s,转机139min58s,术中失血300ml,输血400ml,心脏复跳后血压稳定在110/70mmHg,心率为窦性80次/分,留气管插管送移植病区。4体会4.1供心的保护供心保护是手术成功的主要因素之一。切取供心时,使用冷停跳液持续主动脉根部灌注,取出后,立即浸入盛",CJFD2002_HLJH200203041,,
./data/papers_txt_clean/,CJFD2002_LCYX200206031.txt,供者气管插管,5299,0.25,拔除气管插管,"感染和病毒感染,应适当应用抗真菌药和抗病毒药。加强术后的呼吸道管理,防止肺部感染发生,因为心脏移植后感染最好发的部位是肺部〔`“〕。要尽早地拔除气管插管以免肺部感染的发生,并且要尽早地拔除各种体内插管,以免逆行感染的发生。总之,受体和供体的选择、供心的心肌保护、循环和呼吸的支持治疗",CJFD2002_LCYX200206031,,
./data/papers_txt_clean/,CJFD2002_NFHL200201016.txt,供者气管插管,2839,0.25,痰管插入气管,"管以刺激有效咳嗽。本组年长患者由于有慢性支气管炎病史,痰粘稠不易咳出,嘱其多饮水,糜蛋白酶雾化吸入4次/日。自主排痰困难时经鼻腔插管吸痰,吸痰管插入气管时动作要轻柔,一次吸痰时间不能超过15s,待患者深呼吸3min,充分供氧后再行吸痰。氧分压降至85%时暂停吸痰。2.2.4止痛,抗",CJFD2002_NFHL200201016,,
./data/papers_txt_clean/,CJFD2002_NFHL200202048.txt,供者气管插管,465,0.25,拔除气管插管,"、房间隔、右心房、升主动脉,一次性全部吻合成功,经电击除颤后供心恢复心跳,手术历时8h,术中失血800ml。术后13.5h停用呼吸机,14h拔除气管插管,术后2天下床活动,目前患者生活能自理,生活质量好,心功能正常。2术前准备2.1病室消毒术前3天,一万级的层流监护病房内一切物品表",CJFD2002_NFHL200202048,,
./data/papers_txt_clean/,CJFD2002_ZHDB200206005.txt,供者气管插管,2176,0.25,用的气管插管,"存液,能及时提供给心肌氧和所需的代谢底物,又可排除心肌内代谢产物,具有较好的供心保存效果。另外,脑死亡之后呼吸和循环的维持十分重要,课题组采用的气管插管和维持血液循环正常等措施,使供心的心肌保护在脑死亡期间得以保证4.移植后早期右心衰竭的防治移植术后早期右心功能不全的发生,除了与供",CJFD2002_ZHDB200206005,1,
./data/papers_txt_clean/,CJFD2003_DEJD200307056.txt,供者气管插管,2032,0.25,醉气管内插管,"装入容器冷藏运送至手术室。2.2麻醉方法取心医生在手术台上确认供心可使用,同时通知麻醉医生开始麻醉,麻醉前用药同其他心内直视手术。采用全身麻醉气管内插管,常规插入动脉、中心静脉测压管外,使用肺动脉飘浮导管以便观察供心的心脏功能,特别是做术后的血流动力学监测。准备装有一氧化氮的呼吸机",CJFD2003_DEJD200307056,,
./data/papers_txt_clean/,CJFD2003_DYJD200310040.txt,供者气管插管,1920,0.25,双腔气管插管,"抗体!a5C""""g’e#淋巴毒性试验!$""""#;hC配型!仅;hC$C""""$供体!A’’""""’#受体!)A’’""""’%’6!..麻醉方法与手术经过术前双腔气管插管#以漂浮导管)有创动脉压)中心静脉压)<:>)呼吸末:c!浓度)末梢搏动性氧饱和度)食管探头超声心动图进行心肺功能各项指标监测%患",CJFD2003_DYJD200310040,,
./data/papers_txt_clean/,CJFD2003_FJYD200301035.txt,供者气管插管,955,0.25,在气管内插管,"估。供体均为男性,脑死亡者,年龄20~30岁,供受者之间ABO血型一致,淋巴细胞毒抗体试验(PRA)阳性率<10%。1.2手术情况所有病例均在气管内插管静脉麻醉、中度低温体外循环下行原位心脏移植术。供心保护液采用4℃Stanford大学溶液配方及福协Ⅳ号配方。供心热缺血时间9~16",CJFD2003_FJYD200301035,,
./data/papers_txt_clean/,CJFD2003_GAYX200311068.txt,气管切开气管插管,1479,0.206143379864265,"脉,气管用气管切","物品数量,放置胸腔引流管,关闭胸腔。2.4.2供体肺处理用无菌大盆盛装,放于无菌器械台上。用4℃乳酸林格溶液灌注肺动脉,修整和分离肺动脉、静脉,气管用气管切割钉钉好。加入4℃无菌生理盐水和冰屑,准备移植前再放于方盘内加入冰屑,直至放入胸腔内。3护理体会对于呼吸困难日趋加重和生活质量",CJFD2003_GAYX200311068,,
./data/papers_txt_clean/,CJFD2003_GWMZ200303005.txt,脑死亡后插入气管导管,4174,0.278312163512968,经气管导管插入一小管,"利用无呼吸实验证实无自主呼吸:于纯氧下人工呼吸10而n(不过度通气),监测Pa以飞,当aP(X毛)5.33kPa时停止通气10han,此期间经气管导管插入一小管至气管分叉处供纯氧(6日而n)5而n,并监测血压、心电图和血气分析,如I、la飞>8.0kpa贝」不必延至10imn,于整",CJFD2003_GWMZ200303005,,
./data/papers_txt_clean/,CJFD2003_GWMZ200303005.txt,供者气管插管,4174,0.25,经气管导管插,"利用无呼吸实验证实无自主呼吸:于纯氧下人工呼吸10而n(不过度通气),监测Pa以飞,当aP(X毛)5.33kPa时停止通气10han,此期间经气管导管插入一小管至气管分叉处供纯氧(6日而n)5而n,并监测血压、心电图和血气分析,如I、la飞>8.0kpa贝」不必延至10imn,于整",CJFD2003_GWMZ200303005,,
./data/papers_txt_clean/,CJFD2003_JYGZ200301052.txt,气管切开气管插管,302,0.278312163512968,道(气管或支气管,"移植的发展远远低于肾、心、肝等器官移植的发展,其原因主要是气道吻合口血供不良和肺作为开放性器官的感染问题不易解决。在肺移植的早期并发症中,气道(气管或支气管)吻合口并发症曾被认为是术后最常见的并发症,近年来随着技术的提高吻合口瘘的发生率有所下降,但仍高达24.4%[1]。虽然气道吻",CJFD2003_JYGZ200301052,,
./data/papers_txt_clean/,CJFD2003_LXGB200303024.txt,"脑死亡后,气管插管",3230,0.247382190993618,"麻醉后,气管插管,","心肺。供心再次灌注4℃Stanford液(30mL/kg,压力100mmHg),供心肺放入4℃Euro-Collins液保存4~6h。受体犬麻醉后,气管插管,机械通气(18次/min),四肢连接监护仪心电标准肢体导联电极,记录ECG,留置股动、静脉通道,股动脉置测压管连接监护仪,温",CJFD2003_LXGB200303024,,
./data/papers_txt_clean/,CJFD2003_LXGB200303024.txt,供者气管插管,2840,0.25,"注,气管插管","~6h。供体犬以氯胺酮(2mg/kg)和安定(0.5mg/kg)肌注基础麻醉后,称重,仙林(0.1mg/kg)、氯胺酮(2mg/kg)静脉推注,气管插管,取胸骨正中切口,心脏和主动脉暴露直到无名动脉和左锁骨下动脉,游离上腔静脉和奇静脉,结扎切断奇静脉,游离下腔静脉,分离主动脉和肺动",CJFD2003_LXGB200303024,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,"供体脑死亡后快速正中开胸,同时插入气管导管人工通气",1109,0.274981511792823,"h拔除气管导管。供体在脑死亡后快速气管插管供氧,开","肝素,静注抑肤酶350万u。手术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装",CJFD2003_WJYX200303020,2,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,"脑死亡后,紧急气管插管",1119,0.230769230769231,在脑死亡后快速气管插管,"0万u。手术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,供者行气管插管,1124,0.222222222222222,快速气管插管供,"术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中,转运途中",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,"脑死亡后气管紧急插管,纯氧通气",1118,0.276660650702946,"体在脑死亡后快速气管插管供氧,","50万u。手术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,"脑死亡后,气管插管",1121,0.181818181818182,死亡后快速气管插管,"u。手术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中,转",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,脑死亡后立即气管内插管给氧,1119,0.266666666666667,在脑死亡后快速气管插管供氧,"0万u。手术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,脑死亡后迅速气管插管,1120,0.0833333333333331,脑死亡后快速气管插管,"万u。手术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中,",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,脑死亡后插入气管导管,1120,0.166666666666667,脑死亡后快速气管插管,"万u。手术进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中,",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,气管切开气管插管,1126,0.209430584957905,"气管插管供氧,开","行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中,转运途中不再",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_WJYX200303020.txt,供者气管插管,1125,0.125,速气管插管供,"进行330nun,体外循环时间145而n,主动脉阻断时间65而n。术后4h患者清醒,各项监测指标均正常,16h拔除气管导管。供体在脑死亡后快速气管插管供氧,开放外周静脉,维持收缩压>10011unHg。正中开胸,冷停跳液灌注供心,以3层无菌塑料袋包装后浸浴于4℃冰盐水中,转运途中不",CJFD2003_WJYX200303020,,
./data/papers_txt_clean/,CJFD2003_XDLC200304032.txt,供者行气管插管,1504,0.222222222222222,进行气管内插管,"放置电热毡,避免折叠,并加铺防水胶单和布单,防止漏电或烫伤.②麻醉配合:在供肺到达手术间前1小时,巡回护士为患者作内踝静脉穿刺,协助麻醉医师进行气管内插管全身麻醉,颈内静脉穿刺置管,放置漂浮导管,左挠动脉穿刺测压:留置导尿管,配制肝素盐水.③密切观察患者心率、血压等情况,医生下达口",CJFD2003_XDLC200304032,,
./data/papers_txt_clean/,CJFD2003_XDLC200304032.txt,供者气管插管,1505,0.25,行气管内插管,"置电热毡,避免折叠,并加铺防水胶单和布单,防止漏电或烫伤.②麻醉配合:在供肺到达手术间前1小时,巡回护士为患者作内踝静脉穿刺,协助麻醉医师进行气管内插管全身麻醉,颈内静脉穿刺置管,放置漂浮导管,左挠动脉穿刺测压:留置导尿管,配制肝素盐水.③密切观察患者心率、血压等情况,医生下达口头",CJFD2003_XDLC200304032,,
./data/papers_txt_clean/,CJFD2003_XDLC200304033.txt,气管切开气管插管,1380,0.206143379864265,"脉,气管用气管切","清点物品数量,放置胸腔引流管,关闭胸腔.②供体肺处理:用无菌大盆盛装,放于无菌器械台上.用4℃乳酸林格氏溶液灌注肺动脉,修整和分离肺动脉、静脉,气管用气管切割钉钉好.加入4℃无菌生理盐水和冰屑,准备移植前再放于方盘内加入冰屑,直至放入胸腔内.3讨论在半年时间内我院能够完成两例肺移植",CJFD2003_XDLC200304033,,
./data/papers_txt_clean/,CJFD2003_XXGZ200303005.txt,供者气管插管,911,0.25,醉气管内插管,"心外科医生在手术台上亲自确认供心可使用,同时通知心脏移植手术医生之后,麻醉医生才可开始麻醉工作。心脏移植的麻醉和心内直视手术一样,除全.身麻醉气管内插管,常规插人动脉、中心静脉测压管之外,一般均使用肺动脉飘浮导管以便观察供心的心脏功能,特别是做血液动力学检查。受体若术前有肺动脉高压",CJFD2003_XXGZ200303005,,
./data/papers_txt_clean/,CJFD2003_YNYY200304051.txt,脑死亡后用麻醉机维持呼吸,1799,0,脑死亡后用麻醉机维持呼吸,"和维持水电解质酸碱平衡治疗。术前晚上及术晨分别口服环胞素A200mg,入手术室前肌注安定10mg,东莨菪碱0.3mg。(2)供心的麻醉处理:脑死亡后用麻醉机维持呼吸,静脉输液维持循环功能,全身肝素化。阻断升主动脉后根部灌注4℃改良St.Thomas心脏停跳液500ml,使心脏完全停",CJFD2003_YNYY200304051,2,
./data/papers_txt_clean/,CJFD2003_YNYY200304051.txt,供心保护脑死亡后用麻醉机维持呼吸,1795,0.233967653714573,醉处理:脑死亡后用麻醉机维持呼吸,"尿,吸氧和维持水电解质酸碱平衡治疗。术前晚上及术晨分别口服环胞素A200mg,入手术室前肌注安定10mg,东莨菪碱0.3mg。(2)供心的麻醉处理:脑死亡后用麻醉机维持呼吸,静脉输液维持循环功能,全身肝素化。阻断升主动脉后根部灌注4℃改良St.Thomas心脏停跳液500ml,使心",CJFD2003_YNYY200304051,,
