id,hospital_name,computed_alternate_names,province,city,address,zip,phone,web,email,updated_at
19,北京大学首钢医院,,北京市,北京市,北京市石景山区晋元庄路9号,100144,电话:+86 10 6887 5731,nan,nan,2018-12-04T19:01:44Z
20,北京天坛医院,,北京市,北京市,北京市东城区天坛西里6号,100050,电话:+86 10 6709 6611,nan,nan,2018-12-04T19:01:44Z
21,北京市南郊红星医院,,北京市,北京市,北京市大兴区瀛海镇中兴庄南路3号,100076,电话:+86 10-67992043,nan,nan,2018-12-04T19:01:44Z
22,北京市普仁医院,,北京市,北京市,北京市东城区崇外大街100号,100060,"电话:+86 10 6711 7711, 82753822",nan,nan,2018-12-04T19:01:45Z
23,北京中医药大学第三附属医院,,北京市,北京市,北京市朝阳区安外小关51号,100029,电话:010-52075555,nan,nan,2018-12-04T19:01:45Z
24,北京市海淀医院,,北京市,北京市,北京市海淀区中关村大街29号,100080,电话:62583042 62583093,nan,nan,2018-12-04T19:01:45Z
25,清华大学玉泉医院,清华大学第二附属医院,北京市,北京市,北京石景山区石景山路5号,100049,电话:88257755,nan,nan,2018-12-04T19:01:45Z
26,北京民众眼科医院,,北京市,北京市,北京市朝阳区林萃路林萃西里22号,100192,电话:+86 10 8272 6911,nan,nan,2018-12-04T19:01:45Z
27,北京顺义医院,,北京市,北京市,北京市顺义区光明南街3号,101300,电话:010-69423220,nan,nan,2018-12-04T19:01:45Z
28,煤炭总医院,,北京市,北京市,北京市朝阳区西坝河南里29号,100028,"电话:010-84512685,010-64667755",nan,nan,2018-12-04T19:01:45Z
29,北京中医药大学东方医院,,北京市,北京市,北京市丰台区方庄芳星园一区六号,100078,电话:10 6768 9653;67689655,nan,nan,2018-12-04T19:01:45Z
30,天津第一中心医院,,天津市,天津市,天津市南开区复康路24号,300011,电话:022-23626600;022-23626048,nan,nan,2018-12-04T19:01:45Z
31,天津医科大学总医院,,天津市,天津市,天津市和平区鞍山道154号,300052,电话:+86 22 2781 3550,nan,nan,2018-12-04T19:01:46Z
32,泰达国际心血管医院,,天津市,天津市,天津市经济技术开发区第三大街61号,300457,电话:+86 22 6520 8888;4001-568-568,nan,nan,2018-12-04T19:01:46Z
33,天津医科大学第二附属医院,天津医科大学第二医院; 天津医学院第二附属医院,天津市,天津市,天津市河西区平江道23号,300211,电话:+86 22 8832 8919,nan,nan,2018-12-04T19:01:46Z
34,天津市人民医院,,天津市,天津市,天津市和平区芥园道190号,300000,电话:+86 22 8772 9532,nan,nan,2018-12-04T19:01:46Z
35,天津市天和医院,,天津市,天津市,天津市和平区睦南道122号,300050,电话:+86 22 2331 7703,nan,nan,2018-12-04T19:01:46Z
36,天津市眼科医院,,天津市,天津市,天津市和平区甘肃路4号,300020,电话:+86 22 2731 3336,nan,nan,2018-12-04T19:01:46Z
37,天津市第三中心医院,,天津市,天津市,天津市河东区津塘路83号,300170,电话:+86 22 8411 2114传真：022-24315132,nan,nan,2018-12-04T19:01:46Z
38,天津市第四中心医院,,天津市,天津市,天津市河北区中山路1号,300140,电话:+86 22 2623 1175 咨询电话： 800-6222211 传真：022-26183057,nan,nan,2018-12-04T19:01:47Z
39,天津市胸科医院,,天津市,天津市,天津市津南区台儿庄南路261号,300051,电话:导诊台：88185114 ; 门办：88185111 ;医保：88185277;医政：88185171 院办：88185338,nan,nan,2018-12-04T19:01:47Z
40,天津爱尔眼科,,天津市,天津市,天津市南开区复康路102号,300190,电话:+86 22 2361 6688,nan,nan,2018-12-04T19:01:47Z
41,天津市精华医院,,天津市,天津市,天津市东丽区医院,300300,电话:022-24462347,nan,nan,2018-12-04T19:01:47Z
42,天津市津西医院,,天津市,天津市,天津市河西区环湖西路7号,300060,电话:022-23516965,nan,nan,2018-12-04T19:01:47Z
43,复旦大学附属中山医院,,上海市,上海市,上海市徐汇区枫林路180号,200032,电话:021-64041990,nan,nan,2018-12-04T19:01:47Z
44,上海市第一人民医院,上海第一人民医院,上海市,上海市,上海市虹口区海宁路100号,200080,电话:021-63240090,nan,nan,2018-12-04T19:01:47Z
45,复旦大学附属华山医院,,上海市,上海市,上海乌鲁木齐中路12号,200040,电话:021-52889999传真：021-62489191,nan,nan,2018-12-04T19:01:47Z
46,上海交通大学附属仁济医院,上海第二医科大学附属仁济医院,上海市,上海市,上海市山东中路145号,200127,电话:021-58752345 传真：021-58395057,nan,nan,2018-12-04T19:01:48Z
47,上海瑞金医院,,上海市,上海市,上海市瑞金二路197号(永嘉路口),200231,"电话:021-64370045(总机),021-64717398(远洋分院),02167888999(北院)",nan,nan,2018-12-04T19:01:48Z
48,上海交通大学医学院附属新华医院,,上海市,上海市,上海市杨浦区控江路1665号,200092,电话:021-2507-8999,nan,nan,2018-12-04T19:01:48Z
49,上海市肺科医院,,上海市,上海市,上海市杨浦区政民路507号,200433,电话:021-65115006,nan,nan,2018-12-04T19:01:48Z
50,上海市胸科医院,,上海市,上海市,上海市淮海西路241号,200030,"电话:  021-63850000(预约挂号),021-22200000(总机),021-62821990(咨询)",nan,nan,2018-12-04T19:01:48Z
51,上海曙光医院,,上海市,上海市,上海市普安路185号,200000,"电话:  021-20256666(总机),021-53827435(西院专家门诊咨询),021-53827537(西院特需预约),021-63855617(名老专家咨询预约)",nan,nan,2018-12-04T19:01:48Z
52,复旦大学医学院附属肿瘤医院,上海市肿瘤医院,上海市,上海市,上海市零陵路399号,200032,电话: 021-64175590传真：021-6417 4774,nan,nan,2018-12-04T19:01:48Z
53,复旦大学附属金山医院,,上海市,上海市,中国上海金山区龙航路1508号,201508,电话:021-34189990 传真：021-67226910,nan,nan,2018-12-04T19:01:48Z
54,上海市第十人民医院,,上海市,上海市,上海市延长中路301号,200072,"电话:021-66300588(总机),021-66303643(服务台咨询热线)",nan,nan,2018-12-04T19:01:48Z
55,上海市东方医院,上海市浦东中心医院,上海市,上海市,上海市浦东新区即墨路150号.,200120,电话: 021-38804518,nan,nan,2018-12-04T19:01:49Z
56,复旦大学附属眼耳鼻喉科医院,,上海市,上海市,上海市徐汇区汾阳路83号,200031,电话:+86 21 6437 7134FAX：（021）64377151 （分院） TEL：（021）58835588,nan,nan,2018-12-04T19:01:49Z
57,上海同济医院,,上海市,上海市,上海市普陀区新村路389号,200065,电话:021-56051080(本部总机)；021-66111441(门诊咨询)；021-66111451(特需门诊)；021-66347124(大华门诊部咨询),nan,nan,2018-12-04T19:01:49Z
58,上海和平眼科医院,,上海市,上海市,上海虹口区伊敏河路61号,200437,电话:+86 21 5589 0118,nan,nan,2018-12-04T19:01:49Z
59,上海中医药大学附属普陀医院,,上海市,上海市,上海市普陀区兰溪路164号,200062,电话:021-62572723；传真号码：021-62541705,nan,nan,2018-12-04T19:01:49Z
60,重庆医科大学附属第一医院,重庆医科大学第一医院,重庆市,重庆市,重庆市渝中区袁家岗友谊路1号,400016,电话:023-68811360,nan,nan,2018-12-04T19:01:49Z
61,重庆三峡中心医院,,重庆市,重庆市,重庆万州区新城路165号,404000,电话:+86 23 5812 2622,nan,nan,2018-12-04T19:01:49Z
62,重庆医科大学附属第二医院,,重庆市,重庆市,中国重庆市临江路76号,400010,电话:医院总机：023-63693000　　门诊询问处：023-63693138  门诊办公室：023-63693164　 夜间挂号咨询：023-63693134      急诊专线：023-63693003　　 体检中心：023-63693239       医务处：023-63822815　　  院总值班：023-63832133         纪检监察：023-63693372　 传真：023-63711527,nan,nan,2018-12-04T19:01:50Z
63,重庆医科大学附属儿童医院,,重庆市,重庆市,重庆市渝中区中山二路136号,400014,电话:023-63622984 023-63620593 分院电话：023-61966227,nan,nan,2018-12-04T19:01:50Z
64,重庆普瑞眼科医院,,重庆市,重庆市,重庆市渝中区中山一路210号临华大厦B座,400013,电话:+86 23 6350 8383,nan,nan,2018-12-04T19:01:50Z
65,重庆市垫江县人民医院,,重庆市,重庆市,重庆市垫江县桂溪镇北外街89号,408300,电话:+86 23 7469 6113,nan,nan,2018-12-04T19:01:50Z
66,重庆市涪陵中心医院,,重庆市,重庆市,重庆市涪陵区高笋塘路2号,408000,电话:020-72226100传真：72224460 党委办公室：72226004 72221837(传真)    行政办公室：72226100 72224460(传真),nan,nan,2018-12-04T19:01:50Z
67,重庆医科大学附属永川医院,,重庆市,重庆市,重庆市永川区萱花路439号,402160,电话：023-85381609 传真：023-85368112人事科：023-85381611,nan,nan,2018-12-04T19:01:50Z
68,重庆市第九人民医院,第九人民医院,重庆市,重庆市,重庆市重庆市北碚区嘉陵村69号,400700,电话:023-68209538 总值班室电话：023-68865991临床服务中心咨询电话：023-63221327投诉电话：023-68867927,nan,nan,2018-12-04T19:01:50Z
69,重庆新城医院,,重庆市,重庆市,重庆市大渡口区八桥街71号,400084,电话:+86 23 6891 7720,nan,nan,2018-12-04T19:01:50Z
70,山东省立医院,,山东省,济南市,济南市经五纬七路324号,250021,电话：0531-87938911,nan,nan,2018-12-04T19:01:50Z
71,山东大学齐鲁医院,,山东省,济南市,济南市文化西路107号,250012,电话:+86 531 8216 9114,nan,nan,2018-12-04T19:01:51Z
72,山东省千佛山医院,,山东省,济南市,济南市经十路16766号,250014,电话:0531-82968900 转各科室 急救电话：0531-82969995,nan,nan,2018-12-04T19:01:51Z
73,山东大学第二医院,,山东省,济南市,山东省济南市北园大街247号,250033,电话:+86 531 8587 5455,nan,nan,2018-12-04T19:01:51Z
74,济南市第四人民医院,,山东省,济南市,济南市天桥区师范路50号,250031,电话:+86 531 8595 1785咨询热线：0531－81313114 传真号码：0531-85800741,nan,nan,2018-12-04T19:01:51Z
75,济南市第一医院,,山东省,济南市,济南市历下区大明湖路132号,250011,电话:+86 531 8630 2156电话:0531-86302126,nan,nan,2018-12-04T19:01:51Z
76,济南市中心医院,,山东省,济南市,济南市解放路105号,250013,电话：0531-85695114 客户服务&投诉电话0531- 85695206,nan,nan,2018-12-04T19:01:51Z
77,章丘市人民医院,,山东省,济南市,章丘市明水汇泉路1920号,250200,电话:0531-83251203   83251199,nan,nan,2018-12-04T19:01:51Z
78,山东省眼科医院,,山东省,济南市,山东省济南市经四路372号,250021,电话:0531-81276111,nan,nan,2018-12-04T19:01:51Z
79,山东省交通医院,,山东省,济南市,山东省济南市无影山中路12号,250031,电话:总机：0531－85953277转各科；咨询热线：0531－89176999、89176777 急救电话：0531－85959955,nan,nan,2018-12-04T19:01:51Z
80,济南明水眼科医院,,山东省,济南市,山东省济南市章丘市明水清照路219号,250200,电话:0531-83216480 （办公室）0531-83235247（门诊）0531-83242567（准分子激光中心）,nan,nan,2018-12-04T19:01:52Z
81,济南市第二人民医院,,山东省,济南市,济南市槐荫区经一路148号,250022,电话：0531-87937581 传真：0531-87930188,nan,nan,2018-12-04T19:01:52Z
82,济南市立医院,,山东省,济南市,济南市经五纬七路324号,250021,电话:  0531-7938911(总机),nan,nan,2018-12-04T19:01:52Z
83,山东省警官总医院,,山东省,济南市,山东省济南市市中区英雄山路134号,250002,电话:+86 531 8216 3447,nan,nan,2018-12-04T19:01:52Z
84,济南市106医院,,山东省,济南市,山东省济南市经十西路28722号,250022,电话:0531-61311112；0531-87296666  0531-86110531,nan,nan,2018-12-04T19:01:52Z
85,青岛大学附属医院,,山东省,青岛市,青岛市江苏路16号,266003,"电话：0532-82911847(总院咨询),0532-82918181(黄岛咨询),0532-82913225(东部咨询),0532-82912729(市北院区),0532-82911219(挂号处)",nan,nan,2018-12-04T19:01:52Z
86,胶南市人民医院,,山东省,青岛市,中国青岛胶南市人民路287号,266400,"电话:0532-86163513(院办),18866221118(服务中心)",nan,nan,2018-12-04T19:01:52Z
87,莱西市第二人民医院,,山东省,青岛市,山东省莱西市威海西路11号,266600,电话:0631-8438353,nan,nan,2018-12-04T19:01:52Z
88,青岛海慈医院,,山东省,青岛市,青岛市人民路4号,266033,电话：0532-83777856、83777857（门诊服务台）　83777527（总值班）预约咨询：0532-83777800（海慈集团）预约电话：82870000（青岛市预约平台）传真：0532-83777888,nan,nan,2018-12-04T19:01:52Z
89,青岛市第八人民医院,,山东省,青岛市,青岛市李沧区峰山路84号　,266100,电话：18678989120　0532-87610127　 传真：0532-87896535,nan,nan,2018-12-04T19:01:53Z
90,青岛市立医院,青岛市医院,山东省,青岛市,青岛市胶州路1号,266011,电话:0532—82827191,nan,微信公众账号：qd-slyy,2018-12-04T19:01:53Z
91,青岛市中心医院,,山东省,青岛市,四流南路127号,266042,电话：0532-84855192 传真：0532-84863506,nan,nan,2018-12-04T19:01:53Z
92,青岛眼科医院,,山东省,青岛市,山东省青岛市燕儿岛路5号,266071,电话:（0532）85876380；24小时自动传真：（0532）85891110,nan,nan,2018-12-04T19:01:53Z
93,青岛中西医结合医院,,山东省,青岛市,山东省青岛市市南区嘉祥路3号,266002,电话：0532-82611800 82612230 传真：0532-82612230,nan,nan,2018-12-04T19:01:53Z
94,即墨市人民医院,,山东省,青岛市,中国青岛即墨市健民街4号,266200,电话:0532-88514314 0532-88512122 传真：0532-88513099,nan,nan,2018-12-04T19:01:53Z
95,胶州中心医院,,山东省,青岛市,青岛 胶州市徐州路29号,266300,电话：0532-87212301  投诉电话：87230619；传真：0532-87208844,nan,nan,2018-12-04T19:01:53Z
96,青岛大学医学院第二附属医院,,山东省,青岛市,山东省青岛市四流南路127号,266042,电话:0532-4855192、4863506,nan,nan,2018-12-04T19:01:53Z
97,平度市人民医院,,山东省,青岛市,平度市扬州路112号,266700,电话:0532-58962778,nan,nan,2018-12-04T19:01:54Z
98,莱西市人民医院,,山东省,青岛市,莱西市烟台路67号.,266600,电话:+86 532 8848 4541,nan,nan,2018-12-04T19:01:54Z
99,滨州市人民医院,,山东省,滨州市,山东省滨州市黄河七路515号,256600,电话:0543-3199999,nan,nan,2018-12-04T19:01:54Z
100,滨州市中心医院,,山东省,滨州市,山东省惠民县环城南路108号,251700,电话:0543-5322880,nan,bzszxyy@163.com sdbzjfy@163.com,2018-12-04T19:01:54Z
101,滨州医学院附属医院,,山东省,滨州市,滨州市黄河二路661号,256603,电话:+86 543 339 9999传真:0543-3257792,nan,nan,2018-12-04T19:01:54Z
102,单县中心医院,山东省单县中心医院,山东省,菏泽市,山东省单县文化路一号,274300,电话:0530-4691777,nan,nan,2018-12-04T19:01:54Z
103,菏泽市立医院,,山东省,菏泽市,山东省菏泽市曹州西路2888号,274031,电话:0530-5613311(5613322).,nan,nan,2018-12-04T19:01:54Z
104,德州市人民医院,,山东省,德州市,德州市新湖大街1751号,253014,电话:急救专线：0534-2637120    总 机：0534-2637114,nan,nan,2018-12-04T19:01:54Z
105,德州市夏津县人民医院,,山东省,德州市,山东省德州市夏津县夏津镇西关南街209号,253200,电话:+86 534 321 3679,nan,nan,2018-12-04T19:01:55Z
106,济宁医学院附属医院,济宁医学院第一教学医院,山东省,济宁市,山东省济宁市古槐路79号,272100,"电话:0537-2903399(总机),0537-2903092(咨询),0537-2903165(院办) 医院传真：0537－2213030",nan,nan,2018-12-04T19:01:55Z
107,济宁市第一人民医院,,山东省,济宁市,山东省济宁市健康路6号,272011,电话：0537-2253431,nan,nan,2018-12-04T19:01:55Z
108,兖矿集团总医院,,山东省,济宁市,邹城市矿建东路560 号,273500,电话：0537-5367018,nan,nan,2018-12-04T19:01:55Z
109,济宁市中医院,,山东省,济宁市,济宁市环城北路3号,272100,电话:0537-2312761,nan,nan,2018-12-04T19:01:55Z
110,金乡县人民医院,,山东省,济宁市,山东省金乡县金峰东路117号,272200,"电话:0537-8702744(门诊),0537-8721752(院办),0537-8702720(急救)",nan,nan,2018-12-04T19:01:55Z
111,聊城市人民医院,,山东省,聊城市,聊城市东昌西路67号,252000,电话：0635-8276110 传真：0635-8277306 电话：0635-8276110 传真：0635-8277306,nan,nan,2018-12-04T19:01:55Z
112,聊城市第二人民医院,,山东省,聊城市,临清市健康街306号,252600,电话：0635-2323120 传真：0635-2341280,nan,nan,2018-12-04T19:01:55Z
113,淄博市临淄区人民医院,,山东省,淄博市,山东省淄博市临淄区桓公路139号,255400,电话： +86 533 718 0469 传真：7180469,nan,nan,2018-12-04T19:01:55Z
114,齐都医院,,山东省,淄博市,山东省淄博市临淄区大顺路（齐园路）123号,255400,电话：0533-7328008 7312222 传真：0533-7328007,nan,nan,2018-12-04T19:01:56Z
115,淄博市妇幼保健院,,山东省,淄博市,淄博市张店区杏园东路11号,255000,"电话：0533-2182991(总机),0533-2159955(健康热线),0533-2157666(急诊),0533-2178120(新生儿转运中心)",nan,nan,2018-12-04T19:01:56Z
116,淄博市中心医院,山东淄博市中心医院,山东省,淄博市,山东省淄博市张店区共青团西路54号,255031,"电话:  0533-2360228(总院院办),0533-2360102(总院门诊),0533-3180270(北院)",nan,nan,2018-12-04T19:01:56Z
117,桓台县第一人民医院,,山东省,淄博市,山东省淄博市桓台县兴桓路1919,256400,电话:+86 533 826 2741,nan,nan,2018-12-04T19:01:56Z
118,桓台龙光医院,,山东省,淄博市,桓台县兴桓路2180号,256400,电话:,nan,nan,2018-12-04T19:01:56Z
119,日照市人民医院,,山东省,日照市,日照市泰安路126号,276826,"电话:+86 633 336 5206；0633-3365069(服务台),0633-3365210(门诊部)",nan,nan,2018-12-04T19:01:56Z
120,日照市中医医院,,山东省,日照市,日照望海路35号,276800,电话：0633-8290123 8290001,nan,nan,2018-12-04T19:01:56Z
121,烟台毓璜顶医院,,山东省,烟台市,芝罘区毓东路20号,264000,电话：0535-6691999(总机)  ,nan,nan,2018-12-04T19:01:56Z
122,栖霞市人民医院,山东省栖霞市人民医院,山东省,烟台市,栖霞市民生路259院,265300,电话:医院办公室：3376637；医院总值班：5211621,nan,nan,2018-12-04T19:01:57Z
123,招远市人民医院,,山东省,烟台市,招远市迎宾路168号,265400,电话:+86 535 821 4561,nan,nan,2018-12-04T19:01:57Z
124,莱州市人民医院,,山东省,烟台市,山东省莱州市文化东路288号,261400,电话:0535-2276666(总机),nan,nan,2018-12-04T19:01:57Z
125,烟台市莱阳中心医院,,山东省,烟台市,莱阳市昌山路111号,265200,电话：7232103；+86 535 721 2762,nan,nan,2018-12-04T19:01:57Z
126,烟台眼科医院,,山东省,烟台市,山东省烟台开发区泰山路11号,264006,电话:0535-6372230;0535-6370606,nan,nan,2018-12-04T19:01:57Z
127,烟台光明眼科医院,,山东省,烟台市,山东省烟台市龙口市通海路19号,265701,电话:0535-8995650,nan,nan,2018-12-04T19:01:57Z
128,海阳市人民医院,,山东省,烟台市,山东省海阳市海阳路73号,265100,电话：0535-3222443,nan,nan,2018-12-04T19:01:57Z
129,临沂市人民医院,沂市人民医院,山东省,临沂市,本部医疗区地址：解放路东段27号,276000,"电话: 0539-8226999(总值班),0539-8216277(急救),0539-8078000(总服务台)",nan,nan,2018-12-04T19:01:58Z
130,山东省鲁南眼科医院,,山东省,临沂市,临沂市育才路109号,276000,电话：0539-7326998,nan,nan,2018-12-04T19:01:58Z
131,临沂市肿瘤医院,,山东省,临沂市,临沂市兰山区陵园东街6号,276001,电话:0539-8314068(办公室),nan,nan,2018-12-04T19:01:58Z
132,胜利油田中心医院,,山东省,东营市,山东省东营市济南路38号,257034,电话:0546-8552282,nan,nan,2018-12-04T19:01:58Z
133,东营市人民医院,,山东省,东营市,山东省东营市东城南一路317号,257091,电话:0546-8331577,nan,nan,2018-12-04T19:01:58Z
134,泰安市中心医院,泰安市肿瘤医院,山东省,泰安市,山东省泰安市龙潭路29号,271000,电话:8224161转8765传真：(0538)8223227,nan,nan,2018-12-04T19:01:58Z
135,泰安市妇幼保健院,,山东省,泰安市,泰安市龙潭路189号,271000,电话：0538-6621056   传真：0538-6623996,nan,nan,2018-12-04T19:01:58Z
136,泰山医学院附属医院,,山东省,泰安市,泰安市泰山大街706号,271000,电话:+86 538 842 3120,nan,nan,2018-12-04T19:01:58Z
137,新汶矿业集团公司中心医院,,山东省,泰安市,山东省泰安市新泰市新汶办事处,271233,电话:0538-7300561、7875247,nan,nan,2018-12-04T19:01:59Z
138,威海市妇女儿童医院,,山东省,威海市,威海市光明路51号,264200,电话：0631-5271200传真：0631-5216911监督电话：0631-5271207,nan,nan,2018-12-04T19:01:59Z
139,威海市立医院,,山东省,威海市,威海市环翠区和平路70号,264200,"电话:0631-5287510(医务处),0631-5287508(院办公室),0631-5287855(门诊部)",nan,nan,2018-12-04T19:01:59Z
140,威海市文登中心医院,山东威海市文登中心医院,山东省,威海市,山东省威海市文登区米山东路西3号,264400,电话：0631-8474007 传真：0631-8476036,nan,nan,2018-12-04T19:01:59Z
141,威海市中医院,,山东省,威海市,威海市环翠区青岛北路29号,264200,电话：0631-5303112(院办公室),nan,nan,2018-12-04T19:01:59Z
142,潍坊市人民医院,,山东省,潍坊市,潍坊市奎文区广文街151号,261041,"电话:0536-8192599(预约),0536-8192120(急救),0536-8316120(脑科医院急救电话)",nan,nan,2018-12-04T19:01:59Z
143,潍坊仁德医院,,山东省,潍坊市,山东省潍坊市奎文区荷欢路4号,261031,电话：0536-8211113 / 8883213,nan,nan,2018-12-04T19:01:59Z
144,潍坊医学院附属医院,,山东省,潍坊市,潍坊市奎文区虞河路2428号,261031,"电话：0536-3081100(预约挂号),0536-3081118(医务科),0536-3081177(院办)",nan,nan,2018-12-04T19:01:59Z
145,益都中心医院,,山东省,潍坊市,青州市玲珑山南路4138号,262500,"电话:0536-3276732(总机),0536-3275532(医务科)；总机电话：0536-3277731",nan,nan,2018-12-04T19:01:59Z
146,诸城市人民医院,,山东省,潍坊市,诸城市南外环路59号,262200,"电话：0536-6212767,6212678",nan,nan,2018-12-04T19:02:00Z
147,昌乐县中医院,,山东省,潍坊市,潍坊市昌乐县城恒安街25号,262400,电话:（0536）6233708 　急诊电话:（0536）6222120 6230120,nan,nan,2018-12-04T19:02:00Z
148,寿光市人民医院,,山东省,潍坊市,寿光市健康街1233号,262700,电话：0536-5221652,nan,nan,2018-12-04T19:02:00Z
149,潍坊市眼科医院,,山东省,潍坊市,潍坊市奎文区幸福街199号,261041,电话:0536-2119999 / 8222120,nan,nan,2018-12-04T19:02:00Z
150,诸城市中医医院,,山东省,潍坊市,诸城市东关大街168号,262200,电话:+86 536 621 2183；+86 536 606 0999,nan,nan,2018-12-04T19:02:00Z
151,枣庄矿业集团公司中心医院,,山东省,枣庄市,山东省枣庄市薛城区陶庄镇,277011,电话： 0632-4811045,nan,nan,2018-12-04T19:02:00Z
152,枣庄矿业集团枣庄医院,,山东省,枣庄市,枣庄市市中区胜利路188号,277100,电话：0632-4071449   15589206288,nan,nan,2018-12-04T19:02:00Z
153,枣庄市立医院,,山东省,枣庄市,山东省枣庄市龙头路41号,277100,电话：0632-3318934 3227209,nan,nan,2018-12-04T19:02:00Z
154,枣庄市市中区人民医院,,山东省,枣庄市,山东省枣庄市解放中路156号,277101,电话：0632-3305556,nan,nan,2018-12-04T19:02:00Z
155,滕州市中心人民医院,,山东省,枣庄市,滕州市杏坛路181号,277500,电话:0632-5512227(总值班室),nan,nan,2018-12-04T19:02:01Z
156,莱芜市人民医院,,山东省,莱芜市,莱芜市长勺北路雪湖大街001号,271100,电话：办公室：0634-6279088 　医务科：0634-6279092　,nan,nan,2018-12-04T19:02:01Z
157,中山大学附属第一医院,中山医科大学附属第一医院; 中山医学院附属第一医院,广东省,广州市,广东省广州市中山二路58号,510080,"电话：020-28823388,87755766,87332200",nan,医院信箱/院务公开信箱：zsyyyb@mail.sysu.edu.cn 院长信箱：zsyyyz@mail.sysu.edu.cn,2018-12-04T19:02:01Z
158,中山大学附属第三医院,中山医科大学第三医院,广东省,广州市,广州市天河区 天河路600号,510630,电话：020-85253333（总机）、传真：020-85253336；电话：020-82179000（总机）、传真：020-82179557；急救电话:0753-2518120,nan,nan,2018-12-04T19:02:01Z
159,广东省人民医院,,广东省,广州市,广州市中山二路106号,510080,电话：020-83827812,nan,nan,2018-12-04T19:02:01Z
160,广东省第二人民医院,,广东省,广州市,广州市海珠区新港中路466号,510317,"电话:+86 20 8420 0366；电话:020-89168114(总机),020-89168120(急救),020-89168338",nan,nan,2018-12-04T19:02:01Z
161,广州医科大学第一附属医院,,广东省,广州市,广州市沿江路151号(原市总工对面),510120, 电话：020-83062114,nan,nan,2018-12-04T19:02:02Z
162,广州医学院第二附属医院,广州医学院附属第二医院,广东省,广州市,广州市海珠区昌岗东路250号,510260,电话：86-020-34152282,nan,nan,2018-12-04T19:02:02Z
163,广州医科大学附属第三医院,,广东省,广州市,广州市荔湾区多宝路63号,510175,"电话：020-95169(全国预约),020-81292183(24小时咨询)",nan,nan,2018-12-04T19:02:02Z
164,暨南大学附属第一医院,暨南大学医学院附属医院; 暨南大学医学院第一附属医院; 广州暨南大学医学院附属第一医院,广东省,广州市,广州市天河区黄埔大道西613号,510630,电话：(020)38688888,nan,nan,2018-12-04T19:02:02Z
165,广州中医药大学第一附属医院,,广东省,广州市,中国广州机场路16号大院,510405,电话:(020)36591912、36591222,nan,nan,2018-12-04T19:02:02Z
